Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Smart Wait Regression,Chrome 98.0.4758.80,,,2022-02-14 16:11:17,2022-02-14 16:12:30,1m - 13.055s,PASSED
,,,,,,,
Test Cases/Smart Await,Chrome 98.0.4758.80,,,2022-02-14 16:11:21,2022-02-14 16:12:30,1m - 9.111s,PASSED
"openBrowser("""")",Chrome 98.0.4758.80,,,2022-02-14 16:11:23,2022-02-14 16:11:43,20.682s,PASSED
"navigateToUrl(""https://testcloud-smart-await.dev.katalon.com/"")",Chrome 98.0.4758.80,,,2022-02-14 16:11:43,2022-02-14 16:12:19,35.790s,PASSED
"click(findTestObject(""Object Repository/Page_tc-smart-await - 1.0.0-SNAPSHOT/button_Button""))",Chrome 98.0.4758.80,,,2022-02-14 16:12:19,2022-02-14 16:12:21,1.651s,PASSED
"verifyTextPresent(""Hello RESTEasy"", true)",Chrome 98.0.4758.80,,,2022-02-14 16:12:21,2022-02-14 16:12:29,8.669s,PASSED
closeBrowser(),Chrome 98.0.4758.80,,,2022-02-14 16:12:29,2022-02-14 16:12:30,0.328s,PASSED
