Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Smart Wait Regression,Chrome 98.0.4758.80,,,2022-02-14 15:15:39,2022-02-14 15:16:05,26.305s,PASSED
,,,,,,,
Test Cases/Smart Await,Chrome 98.0.4758.80,,,2022-02-14 15:15:44,2022-02-14 15:16:05,21.010s,PASSED
"openBrowser("""")",Chrome 98.0.4758.80,,,2022-02-14 15:15:44,2022-02-14 15:15:54,10.092s,PASSED
"navigateToUrl(""https://testcloud-smart-await.dev.katalon.com/"")",Chrome 98.0.4758.80,,,2022-02-14 15:15:54,2022-02-14 15:15:56,1.637s,PASSED
"click(findTestObject(""Object Repository/Page_tc-smart-await - 1.0.0-SNAPSHOT/button_Button""))",Chrome 98.0.4758.80,,,2022-02-14 15:15:56,2022-02-14 15:15:57,0.599s,PASSED
"verifyTextPresent(""Hello RESTEasy"", true)",Chrome 98.0.4758.80,,,2022-02-14 15:15:57,2022-02-14 15:16:05,7.928s,PASSED
closeBrowser(),Chrome 98.0.4758.80,,,2022-02-14 15:16:05,2022-02-14 15:16:05,0.254s,PASSED
