Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Smart Wait Regression,,,,2022-02-15 16:23:52,2022-02-15 16:25:14,1m - 21.792s,FAILED
,,,,,,,
Test Cases/Smart Await,,,,2022-02-15 16:23:53,2022-02-15 16:25:14,1m - 21.237s,FAILED
"openBrowser("""")",,,,2022-02-15 16:23:53,2022-02-15 16:25:14,1m - 20.880s,FAILED
