Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Smart Wait Regression,Chrome 98.0.4758.80,,,2022-02-14 14:55:46,2022-02-14 14:56:10,24.318s,PASSED
,,,,,,,
Test Cases/Smart Await,Chrome 98.0.4758.80,,,2022-02-14 14:55:51,2022-02-14 14:56:10,19.089s,PASSED
"openBrowser("""")",Chrome 98.0.4758.80,,,2022-02-14 14:55:52,2022-02-14 14:56:00,8.286s,PASSED
"navigateToUrl(""https://testcloud-smart-await.dev.katalon.com/"")",Chrome 98.0.4758.80,,,2022-02-14 14:56:00,2022-02-14 14:56:02,1.465s,PASSED
"click(findTestObject(""Object Repository/Page_tc-smart-await - 1.0.0-SNAPSHOT/button_Button""))",Chrome 98.0.4758.80,,,2022-02-14 14:56:02,2022-02-14 14:56:02,0.680s,PASSED
"verifyTextPresent(""Hello RESTEasy"", true)",Chrome 98.0.4758.80,,,2022-02-14 14:56:02,2022-02-14 14:56:10,7.876s,PASSED
closeBrowser(),Chrome 98.0.4758.80,,,2022-02-14 14:56:10,2022-02-14 14:56:10,0.125s,PASSED
