Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Smart Wait Regression,Chrome 98.0.4758.80,,,2022-02-14 15:26:04,2022-02-14 15:26:29,25.589s,PASSED
,,,,,,,
Test Cases/Smart Await,Chrome 98.0.4758.80,,,2022-02-14 15:26:09,2022-02-14 15:26:29,20.438s,PASSED
"openBrowser("""")",Chrome 98.0.4758.80,,,2022-02-14 15:26:09,2022-02-14 15:26:18,9.229s,PASSED
"navigateToUrl(""https://testcloud-smart-await.dev.katalon.com/"")",Chrome 98.0.4758.80,,,2022-02-14 15:26:18,2022-02-14 15:26:20,1.795s,PASSED
"click(findTestObject(""Object Repository/Page_tc-smart-await - 1.0.0-SNAPSHOT/button_Button""))",Chrome 98.0.4758.80,,,2022-02-14 15:26:20,2022-02-14 15:26:21,0.620s,PASSED
"verifyTextPresent(""Hello RESTEasy"", true)",Chrome 98.0.4758.80,,,2022-02-14 15:26:21,2022-02-14 15:26:29,8.165s,PASSED
closeBrowser(),Chrome 98.0.4758.80,,,2022-02-14 15:26:29,2022-02-14 15:26:29,0.185s,PASSED
