Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Smart Wait Regression,Chrome 97.0.4692.99,,,2022-01-26 12:05:28,2022-01-26 12:05:50,22.560s,PASSED
,,,,,,,
Test Cases/Smart Await,Chrome 97.0.4692.99,,,2022-01-26 12:05:33,2022-01-26 12:05:50,17.875s,PASSED
"openBrowser("""")",Chrome 97.0.4692.99,,,2022-01-26 12:05:33,2022-01-26 12:05:39,6.012s,PASSED
"navigateToUrl(""https://testcloud-smart-await.dev.katalon.com/"")",Chrome 97.0.4692.99,,,2022-01-26 12:05:39,2022-01-26 12:05:40,1.321s,PASSED
"click(findTestObject(""Object Repository/Page_tc-smart-await - 1.0.0-SNAPSHOT/button_Button""))",Chrome 97.0.4692.99,,,2022-01-26 12:05:40,2022-01-26 12:05:41,0.813s,PASSED
"verifyTextPresent(""Hello RESTEasy"", true)",Chrome 97.0.4692.99,,,2022-01-26 12:05:41,2022-01-26 12:05:50,8.897s,PASSED
closeBrowser(),Chrome 97.0.4692.99,,,2022-01-26 12:05:50,2022-01-26 12:05:50,0.173s,PASSED
