Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"openBrowser("""")",Linux - Chrome 94.0.4606.81,,,2022-01-24 13:53:58,2022-01-24 13:54:29,30.698s,PASSED
"navigateToUrl(""https://demo.tutorialzine.com/2009/09/simple-ajax-website-jquery/demo.html"")",Linux - Chrome 94.0.4606.81,,,2022-01-24 13:54:29,2022-01-24 13:54:30,0.890s,PASSED
enableSmartWait(),Linux - Chrome 94.0.4606.81,Enable the Smart Wait function when it's disabled by default in project settings.,,2022-01-24 13:54:30,2022-01-24 13:54:30,0.016s,PASSED
"click(findTestObject(""Page_AjaxDemo/a_Page 1""))",Linux - Chrome 94.0.4606.81,,,2022-01-24 13:54:30,2022-01-24 13:54:33,3.114s,PASSED
"verifyTextPresent(""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam feugiat neque vel metus sodales auctor sed et arcu. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Phasellus cursus tellus ac urna sollicitudin viverra."", false)",Linux - Chrome 94.0.4606.81,,,2022-01-24 13:54:33,2022-01-24 13:54:36,3.039s,PASSED
disableSmartWait(),Linux - Chrome 94.0.4606.81,Disable the Smart Wait function when it's enabled by using the above keyword.,,2022-01-24 13:54:36,2022-01-24 13:54:36,0.015s,PASSED
"click(findTestObject(""Page_AjaxDemo/a_Page 2""))",Linux - Chrome 94.0.4606.81,,,2022-01-24 13:54:36,2022-01-24 13:54:38,1.656s,PASSED
"verifyElementText(findTestObject(""Page_AjaxDemo/div_Page2_Content""), ""Aliquam imperdiet tempor facilisis. Sed elementum ultrices vulputate. In hac habitasse platea dictumst. In et accumsan turpis. Nullam laoreet posuere eros ac iaculis. Nullam ut velit arcu. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam erat volutpat."")",Linux - Chrome 94.0.4606.81,"Without enableSmartWait, this step should be failed",,2022-01-24 13:54:38,2022-01-24 13:54:40,1.786s,PASSED
closeBrowser(),Linux - Chrome 94.0.4606.81,,,2022-01-24 13:54:40,2022-01-24 13:54:41,0.888s,PASSED
,,,,,,,
Test Cases/Apply All Elements - Verify AJAX Text Present,Linux - Chrome 94.0.4606.81,,,2022-01-24 13:54:41,2022-01-24 13:55:23,42.062s,PASSED
"comment(""To enable the Smart Wait function for the whole project in Katalon Studio, navigate to Project > Settings > Execution> Select Enable in Default Smart Wait."")",Linux - Chrome 94.0.4606.81,,,2022-01-24 13:54:41,2022-01-24 13:54:41,0.002s,PASSED
"openBrowser("""")",Linux - Chrome 94.0.4606.81,,,2022-01-24 13:54:41,2022-01-24 13:55:14,33.384s,PASSED
"navigateToUrl(""https://demo.tutorialzine.com/2009/09/simple-ajax-website-jquery/demo.html"")",Linux - Chrome 94.0.4606.81,,,2022-01-24 13:55:14,2022-01-24 13:55:15,0.894s,PASSED
"click(findTestObject(""Page_AjaxDemo/a_Page 1""))",Linux - Chrome 94.0.4606.81,,,2022-01-24 13:55:15,2022-01-24 13:55:17,1.500s,PASSED
"verifyTextPresent(""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam feugiat neque vel metus sodales auctor sed et arcu. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Phasellus cursus tellus ac urna sollicitudin viverra."", false)",Linux - Chrome 94.0.4606.81,,,2022-01-24 13:55:17,2022-01-24 13:55:18,1.799s,PASSED
"click(findTestObject(""Page_AjaxDemo/a_Page 2""))",Linux - Chrome 94.0.4606.81,,,2022-01-24 13:55:18,2022-01-24 13:55:20,1.549s,PASSED
"verifyElementText(findTestObject(""Page_AjaxDemo/div_Page2_Content""), ""Aliquam imperdiet tempor facilisis. Sed elementum ultrices vulputate. In hac habitasse platea dictumst. In et accumsan turpis. Nullam laoreet posuere eros ac iaculis. Nullam ut velit arcu. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam erat volutpat."")",Linux - Chrome 94.0.4606.81,,,2022-01-24 13:55:20,2022-01-24 13:55:22,1.771s,PASSED
closeBrowser(),Linux - Chrome 94.0.4606.81,,,2022-01-24 13:55:22,2022-01-24 13:55:23,0.879s,PASSED
