Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Smart Wait Regression,Chrome 98.0.4758.80,,,2022-02-14 15:22:22,2022-02-14 15:22:45,22.912s,PASSED
,,,,,,,
Test Cases/Smart Await,Chrome 98.0.4758.80,,,2022-02-14 15:22:27,2022-02-14 15:22:45,17.947s,PASSED
"openBrowser("""")",Chrome 98.0.4758.80,,,2022-02-14 15:22:27,2022-02-14 15:22:35,7.509s,PASSED
"navigateToUrl(""https://testcloud-smart-await.dev.katalon.com/"")",Chrome 98.0.4758.80,,,2022-02-14 15:22:35,2022-02-14 15:22:36,1.505s,PASSED
"click(findTestObject(""Object Repository/Page_tc-smart-await - 1.0.0-SNAPSHOT/button_Button""))",Chrome 98.0.4758.80,,,2022-02-14 15:22:36,2022-02-14 15:22:37,0.550s,PASSED
"verifyTextPresent(""Hello RESTEasy"", true)",Chrome 98.0.4758.80,,,2022-02-14 15:22:37,2022-02-14 15:22:44,7.732s,PASSED
closeBrowser(),Chrome 98.0.4758.80,,,2022-02-14 15:22:44,2022-02-14 15:22:45,0.169s,PASSED
