Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
disableSmartWait(),Linux - Firefox 94.0,Disable the Smart Wait function when it's enabled by using the above keyword.,,2022-01-24 16:26:14,2022-01-24 16:26:14,0.014s,PASSED
"click(findTestObject(""Page_AjaxDemo/a_Page 2""))",Linux - Firefox 94.0,,,2022-01-24 16:26:14,2022-01-24 16:26:15,1.497s,PASSED
"verifyElementText(findTestObject(""Page_AjaxDemo/div_Page2_Content""), ""Aliquam imperdiet tempor facilisis. Sed elementum ultrices vulputate. In hac habitasse platea dictumst. In et accumsan turpis. Nullam laoreet posuere eros ac iaculis. Nullam ut velit arcu. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam erat volutpat."")",Linux - Firefox 94.0,"Without enableSmartWait, this step should be failed",,2022-01-24 16:26:15,2022-01-24 16:26:17,1.476s,PASSED
closeBrowser(),Linux - Firefox 94.0,,,2022-01-24 16:26:17,2022-01-24 16:26:18,1.464s,PASSED
,,,,,,,
Test Cases/Apply All Elements - Verify AJAX Text Present,Linux - Firefox 94.0,,,2022-01-24 16:26:18,2022-01-24 16:27:00,41.596s,PASSED
"comment(""To enable the Smart Wait function for the whole project in Katalon Studio, navigate to Project > Settings > Execution> Select Enable in Default Smart Wait."")",Linux - Firefox 94.0,,,2022-01-24 16:26:18,2022-01-24 16:26:18,0.002s,PASSED
"openBrowser("""")",Linux - Firefox 94.0,,,2022-01-24 16:26:18,2022-01-24 16:26:51,32.877s,PASSED
"navigateToUrl(""https://demo.tutorialzine.com/2009/09/simple-ajax-website-jquery/demo.html"")",Linux - Firefox 94.0,,,2022-01-24 16:26:51,2022-01-24 16:26:52,0.924s,PASSED
"click(findTestObject(""Page_AjaxDemo/a_Page 1""))",Linux - Firefox 94.0,,,2022-01-24 16:26:52,2022-01-24 16:26:53,1.532s,PASSED
"verifyTextPresent(""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam feugiat neque vel metus sodales auctor sed et arcu. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Phasellus cursus tellus ac urna sollicitudin viverra."", false)",Linux - Firefox 94.0,,,2022-01-24 16:26:53,2022-01-24 16:26:55,1.583s,PASSED
"click(findTestObject(""Page_AjaxDemo/a_Page 2""))",Linux - Firefox 94.0,,,2022-01-24 16:26:55,2022-01-24 16:26:57,1.458s,PASSED
"verifyElementText(findTestObject(""Page_AjaxDemo/div_Page2_Content""), ""Aliquam imperdiet tempor facilisis. Sed elementum ultrices vulputate. In hac habitasse platea dictumst. In et accumsan turpis. Nullam laoreet posuere eros ac iaculis. Nullam ut velit arcu. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam erat volutpat."")",Linux - Firefox 94.0,,,2022-01-24 16:26:57,2022-01-24 16:26:58,1.671s,PASSED
closeBrowser(),Linux - Firefox 94.0,,,2022-01-24 16:26:58,2022-01-24 16:27:00,1.398s,PASSED
